epoch,train_total,train_total_raw,train_base,train_unc,train_neg,train_base_norm,train_unc_norm,train_neg_norm,val_total,val_total_raw,val_base,val_unc,val_neg,val_base_norm,val_unc_norm,val_neg_norm,ref_base,ref_unc,ref_neg
141,0.116859,0.129837,0.004500,0.783810,0.234782,0.015867,0.993861,0.008027,0.150454,0.154905,0.013527,0.793661,0.310057,0.047699,1.006353,0.010601,0.283597,0.788651,29.248373
142,0.114178,0.123621,0.003762,0.784700,0.206949,0.013264,0.994990,0.007076,0.150354,0.182637,0.013408,0.788540,0.451875,0.047278,0.999860,0.015450,0.283597,0.788651,29.248373
143,0.112368,0.122826,0.003284,0.783772,0.205826,0.011579,0.993814,0.007037,0.162641,0.236813,0.016567,0.783699,0.709379,0.058419,0.993721,0.024254,0.283597,0.788651,29.248373
144,0.114900,0.126695,0.003967,0.783883,0.221697,0.013988,0.993954,0.007580,0.146526,0.175797,0.012422,0.787309,0.423219,0.043802,0.998298,0.014470,0.283597,0.788651,29.248373
145,0.126606,0.155369,0.007117,0.781659,0.350431,0.025096,0.991134,0.011981,0.163715,0.194224,0.017127,0.788371,0.491300,0.060391,0.999645,0.016798,0.283597,0.788651,29.248373
146,0.113053,0.114953,0.003535,0.784401,0.164888,0.012465,0.994611,0.005638,0.152007,0.178188,0.013875,0.789955,0.426590,0.048924,1.001653,0.014585,0.283597,0.788651,29.248373
147,0.113204,0.127083,0.003548,0.781897,0.226730,0.012510,0.991435,0.007752,0.145304,0.172117,0.011980,0.790954,0.405212,0.042241,1.002920,0.013854,0.283597,0.788651,29.248373
148,0.113303,0.124444,0.003556,0.783194,0.212840,0.012540,0.993081,0.007277,0.198841,0.265513,0.026721,0.781766,0.803078,0.094222,0.991270,0.027457,0.283597,0.788651,29.248373
149,0.126463,0.153923,0.007051,0.782774,0.342973,0.024863,0.992547,0.011726,0.183763,0.229366,0.022698,0.783453,0.641616,0.080035,0.993409,0.021937,0.283597,0.788651,29.248373
150,0.127683,0.152340,0.007433,0.782283,0.333394,0.026210,0.991925,0.011399,0.150478,0.158066,0.013239,0.801140,0.323565,0.046681,1.015836,0.011063,0.283597,0.788651,29.248373
151,0.115610,0.136442,0.004162,0.781433,0.270687,0.014675,0.990847,0.009255,0.160561,0.200401,0.016171,0.788145,0.527077,0.057021,0.999358,0.018021,0.283597,0.788651,29.248373
152,0.128056,0.161041,0.007425,0.783126,0.376516,0.026182,0.992995,0.012873,0.220892,0.289983,0.032497,0.790236,0.892310,0.114590,1.002010,0.030508,0.283597,0.788651,29.248373
153,0.137104,0.163427,0.009953,0.784258,0.375240,0.035096,0.994430,0.012829,0.177943,0.220505,0.020796,0.792566,0.602265,0.073329,1.004964,0.020591,0.283597,0.788651,29.248373
154,0.126507,0.153697,0.006997,0.784734,0.341136,0.024671,0.995034,0.011663,0.180534,0.230081,0.021544,0.789738,0.647818,0.075966,1.001378,0.022149,0.283597,0.788651,29.248373
155,0.119438,0.135618,0.005124,0.785456,0.259743,0.018067,0.995948,0.008881,0.179963,0.238588,0.021525,0.783281,0.693674,0.075901,0.993191,0.023717,0.283597,0.788651,29.248373
156,0.114822,0.126787,0.003958,0.783491,0.222401,0.013956,0.993458,0.007604,0.155788,0.151523,0.014846,0.800493,0.283135,0.052350,1.015015,0.009680,0.283597,0.788651,29.248373
157,0.122670,0.142717,0.006076,0.782741,0.291834,0.021423,0.992507,0.009978,0.182980,0.238413,0.022327,0.785082,0.687888,0.078728,0.995475,0.023519,0.283597,0.788651,29.248373
158,0.122696,0.155649,0.006021,0.780912,0.357681,0.021232,0.990187,0.012229,0.153930,0.186805,0.014247,0.792614,0.466484,0.050237,1.005025,0.015949,0.283597,0.788651,29.248373
159,0.118944,0.133689,0.005038,0.784399,0.251055,0.017766,0.994609,0.008584,0.158948,0.173968,0.015883,0.790542,0.395154,0.056006,1.002397,0.013510,0.283597,0.788651,29.248373
160,0.114776,0.126064,0.003971,0.782937,0.218997,0.014003,0.992755,0.007488,0.189655,0.220067,0.024175,0.791955,0.583483,0.085246,1.004190,0.019949,0.283597,0.788651,29.248373
161,0.137678,0.162786,0.010094,0.785092,0.370914,0.035593,0.995487,0.012682,0.210124,0.301894,0.029854,0.774479,0.972963,0.105268,0.982031,0.033266,0.283597,0.788651,29.248373
162,0.126028,0.148390,0.006977,0.782883,0.315627,0.024601,0.992687,0.010791,0.151067,0.178060,0.013623,0.789492,0.427439,0.048037,1.001066,0.014614,0.283597,0.788651,29.248373
163,0.137412,0.166818,0.010106,0.781487,0.392818,0.035635,0.990916,0.013430,0.181804,0.185172,0.022082,0.797248,0.416829,0.077863,1.010901,0.014251,0.283597,0.788651,29.248373
164,0.119903,0.134046,0.005394,0.782024,0.252249,0.019018,0.991597,0.008624,0.238451,0.269999,0.037392,0.799541,0.763264,0.131851,1.013808,0.026096,0.283597,0.788651,29.248373
165,0.127037,0.150808,0.007309,0.780987,0.327002,0.025773,0.990283,0.011180,0.172249,0.204081,0.019569,0.785679,0.529719,0.069003,0.996232,0.018111,0.283597,0.788651,29.248373
166,0.128482,0.158529,0.007652,0.780839,0.363962,0.026984,0.990095,0.012444,0.200383,0.211755,0.027353,0.791287,0.526367,0.096449,1.003342,0.017996,0.283597,0.788651,29.248373
167,0.125288,0.156771,0.006827,0.778804,0.360318,0.024073,0.987514,0.012319,0.157381,0.174678,0.015496,0.788592,0.401613,0.054642,0.999925,0.013731,0.283597,0.788651,29.248373
168,0.123704,0.140041,0.006460,0.780978,0.277413,0.022780,0.990271,0.009485,0.190583,0.222797,0.024605,0.786552,0.597680,0.086762,0.997339,0.020435,0.283597,0.788651,29.248373
169,0.138697,0.171485,0.010457,0.780676,0.414802,0.036872,0.989887,0.014182,0.166208,0.175569,0.017858,0.793054,0.392029,0.062969,1.005583,0.013403,0.283597,0.788651,29.248373
170,0.135305,0.156541,0.009519,0.783854,0.343183,0.033566,0.993918,0.011733,0.182073,0.211240,0.022307,0.785840,0.551745,0.078656,0.996436,0.018864,0.283597,0.788651,29.248373
171,0.116152,0.125128,0.004440,0.781088,0.212900,0.015655,0.990410,0.007279,0.158234,0.154003,0.015575,0.799002,0.292637,0.054920,1.013125,0.010005,0.283597,0.788651,29.248373
172,0.110677,0.109714,0.002970,0.782574,0.142434,0.010474,0.992294,0.004870,0.158397,0.168398,0.015581,0.796161,0.366004,0.054942,1.009522,0.012514,0.283597,0.788651,29.248373
173,0.115517,0.110407,0.004313,0.783614,0.138666,0.015208,0.993613,0.004741,0.169889,0.207998,0.018887,0.784777,0.553169,0.066598,0.995088,0.018913,0.283597,0.788651,29.248373
174,0.125270,0.139323,0.006801,0.784223,0.270496,0.023981,0.994386,0.009248,0.160535,0.166448,0.016150,0.797932,0.352525,0.056947,1.011768,0.012053,0.283597,0.788651,29.248373
175,0.137460,0.163678,0.010179,0.780672,0.377160,0.035892,0.989882,0.012895,0.175055,0.181529,0.020248,0.795467,0.408672,0.071396,1.008642,0.013972,0.283597,0.788651,29.248373
176,0.130228,0.151167,0.008164,0.782542,0.323743,0.028789,0.992253,0.011069,0.165047,0.182157,0.017544,0.790688,0.427720,0.061864,1.002583,0.014624,0.283597,0.788651,29.248373
177,0.123177,0.145403,0.006156,0.783845,0.304314,0.021706,0.993906,0.010404,0.160398,0.191272,0.016047,0.792870,0.479690,0.056583,1.005350,0.016401,0.283597,0.788651,29.248373
178,0.124150,0.141086,0.006512,0.782847,0.281447,0.022962,0.992641,0.009623,0.171814,0.199739,0.019284,0.791414,0.506566,0.068000,1.003503,0.017319,0.283597,0.788651,29.248373
179,0.124573,0.142054,0.006562,0.784596,0.285165,0.023137,0.994859,0.009750,0.161693,0.181233,0.016427,0.795373,0.426342,0.057925,1.008524,0.014577,0.283597,0.788651,29.248373
180,0.126519,0.158859,0.007011,0.782988,0.367747,0.024722,0.992819,0.012573,0.199341,0.247959,0.026729,0.790456,0.710918,0.094251,1.002289,0.024306,0.283597,0.788651,29.248373
181,0.126793,0.148162,0.007125,0.784962,0.312705,0.025123,0.995323,0.010691,0.181376,0.232985,0.021867,0.786623,0.662279,0.077104,0.997428,0.022643,0.283597,0.788651,29.248373
182,0.122820,0.143138,0.006062,0.784219,0.293272,0.021376,0.994380,0.010027,0.166527,0.175114,0.017772,0.798200,0.387614,0.062665,1.012108,0.013252,0.283597,0.788651,29.248373
183,0.116503,0.132047,0.004493,0.780515,0.247513,0.015842,0.989684,0.008462,0.170164,0.201701,0.019004,0.785441,0.520765,0.067010,0.995930,0.017805,0.283597,0.788651,29.248373
184,0.118927,0.123432,0.005144,0.784116,0.199381,0.018139,0.994250,0.006817,0.187850,0.235735,0.023850,0.782204,0.668325,0.084098,0.991825,0.022850,0.283597,0.788651,29.248373
185,0.114770,0.123127,0.003933,0.784774,0.203583,0.013870,0.995085,0.006960,0.158882,0.177654,0.015867,0.789460,0.414208,0.055947,1.001025,0.014162,0.283597,0.788651,29.248373
186,0.111846,0.117138,0.003266,0.781629,0.178546,0.011516,0.991096,0.006104,0.151967,0.153077,0.013895,0.796019,0.297898,0.048996,1.009343,0.010185,0.283597,0.788651,29.248373
187,0.113456,0.114231,0.003699,0.783213,0.161050,0.013044,0.993105,0.005506,0.153816,0.174685,0.014439,0.789620,0.406420,0.050914,1.001229,0.013895,0.283597,0.788651,29.248373
188,0.140678,0.171521,0.011035,0.780351,0.412255,0.038911,0.989476,0.014095,0.204191,0.249683,0.028360,0.783137,0.715047,0.100000,0.993009,0.024447,0.283597,0.788651,29.248373
189,0.134552,0.176038,0.009274,0.779299,0.444172,0.032701,0.988142,0.015186,0.209712,0.244521,0.029825,0.787842,0.679556,0.105167,0.998975,0.023234,0.283597,0.788651,29.248373
190,0.126995,0.137192,0.007454,0.780308,0.258537,0.026285,0.989422,0.008839,0.158802,0.169520,0.015850,0.791541,0.372582,0.055887,1.003664,0.012739,0.283597,0.788651,29.248373
191,0.112256,0.111385,0.003395,0.782879,0.148506,0.011973,0.992681,0.005077,0.157275,0.188290,0.015397,0.786778,0.471076,0.054291,0.997625,0.016106,0.283597,0.788651,29.248373
192,0.109689,0.105989,0.002721,0.782643,0.125017,0.009596,0.992382,0.004274,0.144997,0.157166,0.012057,0.790410,0.330341,0.042515,1.002231,0.011294,0.283597,0.788651,29.248373
193,0.110409,0.104073,0.002891,0.784217,0.113803,0.010193,0.994377,0.003891,0.144524,0.152390,0.011956,0.790755,0.306793,0.042159,1.002668,0.010489,0.283597,0.788651,29.248373
194,0.109285,0.106661,0.002613,0.782251,0.129113,0.009214,0.991884,0.004414,0.141968,0.167371,0.011287,0.784833,0.388007,0.039799,0.995158,0.013266,0.283597,0.788651,29.248373
195,0.107925,0.105171,0.002313,0.780117,0.124230,0.008157,0.989179,0.004247,0.145719,0.152415,0.012333,0.789768,0.305528,0.043488,1.001416,0.010446,0.283597,0.788651,29.248373
196,0.111606,0.111712,0.003213,0.782671,0.151158,0.011331,0.992418,0.005168,0.152354,0.178483,0.014096,0.786418,0.428724,0.049706,0.997168,0.014658,0.283597,0.788651,29.248373
197,0.110764,0.105843,0.003029,0.782686,0.122724,0.010682,0.992436,0.004196,0.148185,0.171299,0.012930,0.787618,0.398033,0.045595,0.998690,0.013609,0.283597,0.788651,29.248373
198,0.109623,0.110987,0.002707,0.781136,0.150835,0.009544,0.990471,0.005157,0.142881,0.151638,0.011557,0.788952,0.305930,0.040751,1.000381,0.010460,0.283597,0.788651,29.248373
199,0.109417,0.106276,0.002677,0.781607,0.127189,0.009440,0.991068,0.004349,0.147093,0.156605,0.012656,0.790602,0.324444,0.044627,1.002474,0.011093,0.283597,0.788651,29.248373
200,0.108678,0.105107,0.002516,0.780498,0.122706,0.008873,0.989662,0.004195,0.155794,0.167989,0.015112,0.788469,0.370150,0.053286,0.999769,0.012655,0.283597,0.788651,29.248373
